Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,name_length,title,title_group,family_size,is_alone,ticket_group_size,cabin_score,name_word_count,Age_missing,Cabin_missing,log_Fare,log_fare_per_person,log_age_fare_ratio
0,2,male,23.0,2,1,S,27,Mr,Mr,4,0,1,3.152903378306103,4,False,True,2.5257286443082556,2.5257286443082556,1.0986122886681098
0,3,female,29.0,0,4,S,43,Mrs,Mrs,5,0,4,6.796472826930699,6,False,True,3.0944457464900235,1.8356168522918315,0.8654343776639628
0,3,male,35.0,0,0,C,18,Mr,Mr,1,1,1,4.217209268734554,3,False,True,2.1855792552411137,2.1856017375082266,1.6924429465136055
0,2,male,29.0,1,0,S,31,Mr,Mr,2,0,2,7.474709381337565,5,False,True,3.091042453358316,2.4423470353692043,0.8675005677047231
0,2,male,44.0,1,0,S,17,Mr,Mr,2,0,1,3.8389122137321134,3,False,True,3.295836866004329,3.295836866004329,0.9903987040278769
0,1,male,36.0,1,0,S,29,Mr,Mr,2,0,2,4.815223515125501,4,False,False,4.380149874661021,3.6994484054631704,0.3760796157260599
0,3,male,29.69911764705882,0,0,S,20,Mr,Mr,1,1,1,2.244405718366606,3,True,True,2.1855792552411137,2.1856017375082266,0.0
0,3,male,29.69911764705882,0,0,Q,15,Mr,Mr,1,1,1,6.503256863469369,3,True,True,2.0731719286662407,2.0731719286662407,0.0
1,2,female,48.0,1,2,S,32,Mrs,Mrs,4,0,2,0.1162053990810063,5,False,True,4.189654742026425,3.5115454388310208,0.5530005488167035
0,3,male,16.0,0,0,S,25,Mr,Mr,1,1,1,5.05888678884466,4,False,True,2.3513752571634776,2.3513752571634776,0.9873866535578852
1,2,male,32.0,1,0,S,17,Mr,Mr,2,0,2,7.987832357736654,3,False,True,3.295836866004329,2.6390573296152584,0.8023464725249373
1,2,female,3.0,1,2,C,40,Miss,Miss,4,0,3,5.609379715353863,6,False,True,3.7513658711253766,2.698673039289613,0.06966734030423334
0,1,male,38.0,0,0,S,31,Jonkheer,Other,1,1,1,2.2845474133129877,4,False,True,0.0,0.0,0.0
0,2,female,26.0,1,1,S,37,Mrs,Mrs,3,0,1,3.334991716911442,5,False,True,3.295836866004329,3.295836866004329,0.6931471805599453
1,2,male,0.67,1,1,S,25,Master,Master,3,0,2,0.7244688779455888,3,False,True,2.740840023925201,2.1102132003465894,0.045171143933912125
0,1,male,29.69911764705882,0,0,S,21,Mr,Mr,1,1,1,6.1062004244163255,4,True,False,3.9318256327243257,3.9318256327243257,0.0
0,1,male,40.0,0,0,C,24,Don,Other,1,1,1,9.540510272587223,4,False,True,3.357621598945279,3.3576285625153623,0.8932103366101221
1,1,female,54.0,1,0,C,30,Miss,Miss,2,0,2,6.922765645178525,4,False,False,4.37281811610993,3.6921989385242786,0.5246981135785861
0,3,male,28.0,0,0,S,32,Mr,Mr,1,1,1,5.862298320167972,5,False,True,2.180891922715322,2.180869334309949,1.5184122944323117
1,2,female,4.0,2,1,S,27,Miss,Miss,4,0,2,3.72688517012314,4,False,False,3.6888794541139363,3.0204248861443626,0.09763846956391593
0,3,male,18.0,1,0,S,25,Mr,Mr,2,0,1,6.718927435987284,4,False,True,2.0143428636837015,2.014369544936121,1.3273458600756245
0,3,male,18.0,0,0,S,22,Mr,Mr,1,1,1,7.42706521199981,4,False,True,2.2300144001592104,2.2300144001592104,1.1533134243811667
0,3,male,9.0,4,2,S,37,Master,Master,7,0,4,5.07610378684455,5,False,True,3.4777725458882283,2.180078418501249,0.2521106066669132
0,3,male,36.0,0,0,S,19,Mr,Mr,1,1,1,4.811401018548175,3,False,True,2.1855792552411137,2.1856017375082266,1.7154876709927525
1,1,female,36.0,0,0,C,24,Miss,Miss,1,1,3,4.189254495045479,4,False,False,4.91730069488021,3.8332178649856155,0.2354053035926235
0,3,male,25.0,0,0,S,22,Mr,Mr,1,1,1,3.3700317643128628,4,False,True,2.0856720914304723,2.0856720914304723,1.5142695665425019
0,2,male,54.0,0,0,S,26,Mr,Mr,1,1,2,6.077367948788591,4,False,True,3.295836866004329,2.6390573296152584,1.1239300966523995
0,3,female,9.0,2,2,S,32,Miss,Miss,5,0,4,3.630822963986351,5,False,True,3.5660053559634015,2.261137903079872,0.2325536822802879
1,1,female,52.0,1,0,C,47,Mrs,Mrs,2,0,2,9.691026301408112,6,False,False,4.37281811610993,3.6921989385242786,0.5094616622057294
1,2,male,34.0,0,0,S,21,Mr,Mr,1,1,1,9.997176732861304,3,False,False,2.6390573296152584,2.6390573296152584,1.285198244248522
1,2,female,42.0,0,0,S,24,Mrs,Mrs,1,1,1,8.707499012725114,3,False,True,2.6390573296152584,2.6390573296152584,1.4423838277709342
0,3,male,22.0,0,0,S,20,Mr,Mr,1,1,1,1.3882717264941014,3,False,True,2.302585092994046,2.302585092994046,1.236762627148927
0,3,female,45.0,1,4,S,47,Mrs,Mrs,6,0,6,3.9785559904574166,6,False,True,3.3638415951183864,1.7316555451583497,0.9604619501872925
0,3,male,20.0,0,0,S,30,Mr,Mr,1,1,1,3.220791655831783,4,False,True,2.0856720914304723,2.0856720914304723,1.3446593884683133
1,3,male,29.69911764705882,0,0,Q,28,Mr,Mr,1,1,1,0.7219840897917584,4,True,True,2.169053700369523,2.169053700369523,0.0
0,3,male,35.0,0,0,S,15,Mr,Mr,1,1,1,4.087341710980964,3,False,True,2.0856720914304723,2.0856720914304723,1.7858317695947798
0,3,male,30.0,0,0,C,28,Mr,Mr,1,1,1,3.3945019254280604,4,False,True,2.1076888046179385,2.1076645006235757,1.638965019627134
0,3,male,29.69911764705882,2,0,C,19,Mr,Mr,3,0,1,7.55137255673619,3,True,True,3.1214482048688246,3.121439386176725,0.0
1,3,female,27.0,0,2,S,49,Mrs,Mrs,3,0,3,9.872761293149445,7,False,True,2.495953738718064,1.549900199717904,1.2311472988532446
0,3,female,29.69911764705882,1,0,C,21,Miss,Miss,2,0,2,1.1689804070836407,3,True,True,2.737880811060884,2.107421428186793,0.0
0,1,male,39.0,0,0,S,22,Mr,Mr,1,1,1,5.264026609361132,4,False,False,0.0,0.0,0.0
1,1,male,48.0,1,0,C,25,Mr,Mr,2,0,3,7.527166395576412,4,False,False,4.353230991152628,3.2800085528709393,0.4858626472975893
0,3,male,22.0,0,0,S,25,Mr,Mr,1,1,1,2.464020332391068,4,False,True,2.142510233146819,2.142533704845819,1.3674225843538645
0,3,male,20.0,0,0,S,27,Mr,Mr,1,1,1,8.670314961224486,4,False,True,2.188856327665703,2.188856327665703,1.25950002519192
1,1,female,24.0,0,0,C,48,Mlle,Other,1,1,1,9.508635622504103,7,False,False,3.922056501139853,3.9220525410653244,0.395285032983279
1,1,female,22.0,1,0,S,33,Mrs,Mrs,2,0,2,9.865152487929796,5,False,False,4.213607983048918,3.535145354171894,0.2854272800646918
1,3,female,29.69911764705882,1,1,C,17,Miss,Miss,3,0,2,2.6924323094938094,3,True,False,3.1509523813392697,2.4997131571049733,0.0
0,3,male,32.0,1,0,S,26,Mr,Mr,2,0,2,8.306194077877292,4,False,True,2.8243506567983707,2.188856327665703,1.1049016175756738
1,1,female,31.0,1,0,C,23,Miss,Miss,2,0,3,8.41828776758272,3,False,False,4.738607824217808,3.6573371861040576,0.2419027100438282
1,3,male,0.42,0,1,C,31,Master,Master,2,0,1,8.172977699624937,4,False,True,2.2530481500547457,2.2530796730902063,0.048137451656043266
1,2,female,29.0,0,0,S,28,Mrs,Mrs,1,1,1,1.4707348092903794,4,False,False,2.4423470353692043,2.4423470353692043,1.3249254147435985
0,2,male,28.0,0,0,S,26,Mr,Mr,1,1,1,0.4209318963636188,4,False,True,2.6741486494265287,2.6741486494265287,1.123003741792269
1,2,female,32.5,0,0,S,19,Miss,Miss,1,1,1,5.321134852653157,3,False,False,2.6390573296152584,2.6390573296152584,1.252762968495368
0,3,female,21.0,2,2,S,36,Miss,Miss,5,0,4,1.3688563006880727,5,False,True,3.5660053559634015,2.261137903079872,0.4767986723785644
0,2,male,36.0,0,0,C,22,Mr,Mr,1,1,1,5.762883601668132,4,False,False,2.630088659632498,2.630088659632498,1.33397857175573
0,3,male,40.0,0,0,S,17,Mr,Mr,1,1,1,2.3360775104990994,3,False,True,2.1855792552411137,2.1856017375082266,1.802696845370545
1,3,female,17.0,4,2,S,31,Miss,Miss,7,0,1,4.921162930795382,4,False,True,2.188856327665703,2.188856327665703,1.1458489960845577
0,3,male,40.0,1,1,Q,16,Mr,Mr,3,0,2,1.5436271527420231,3,False,True,2.803360380906535,2.169053700369523,1.2755429968271879
0,3,female,28.0,0,0,S,23,Miss,Miss,1,1,1,0.3931213984109893,3,False,True,2.1855792552411137,2.1856017375082266,1.5142893244769826
1,3,male,6.0,0,1,S,19,Master,Master,2,0,2,7.975591006371881,3,False,False,2.600836116795061,1.9793449251415507,0.3926918251966831
1,3,female,24.0,0,3,C,37,Mrs,Mrs,4,0,4,1.7968310887024197,5,False,True,3.0085645861193133,1.760440785970628,0.8092469858420558
1,1,male,29.69911764705882,0,0,S,21,Mr,Mr,1,1,1,4.508393714041321,3,True,False,3.449987545831587,3.449987545831587,0.0
1,2,female,8.0,0,2,S,32,Miss,Miss,3,0,3,5.435528611139886,4,False,True,3.305053521109253,2.277267285009756,0.26602057567060156
1,1,female,18.0,1,0,C,49,Mrs,Mrs,2,0,4,4.261813022359729,7,False,False,5.4316456135398825,4.058389178739121,0.07613865258041853
0,3,male,34.0,0,0,S,26,Mr,Mr,1,1,1,4.715761885501584,4,False,True,2.0143428636837015,2.014369544936121,1.8300424508231177
1,1,male,49.0,1,0,C,44,Sir,Other,2,0,2,1.5389590633985506,7,False,False,4.0592215752427645,3.3832031182898765,0.6209625559035319
0,3,male,70.5,0,0,Q,20,Mr,Mr,1,1,1,4.625347161331479,3,False,True,2.169053700369523,2.169053700369523,2.312215986055007
1,3,female,29.69911764705882,0,0,C,30,Mrs,Mrs,1,1,1,6.589239419101514,4,True,True,2.1076888046179385,2.1076645006235757,0.0
1,3,female,29.69911764705882,1,0,Q,19,Miss,Miss,2,0,3,7.482596903836583,3,True,True,3.224857896545748,2.2027647577118348,0.0
0,3,male,19.0,0,0,S,24,Mr,Mr,1,1,1,9.265876251614944,4,False,True,2.2146605719425225,2.2146278142349036,1.2026468947461244
0,3,male,25.0,0,0,S,34,Mr,Mr,1,1,1,2.0015024424481007,5,False,True,2.1102132003465894,2.1102132003465894,1.492516574375198
0,1,female,25.0,1,2,S,47,Mrs,Mrs,4,0,4,2.49668008859186,8,False,False,5.027492411162679,3.6606857197431544,0.15268851887058324
0,1,male,42.0,1,0,S,30,Mr,Mr,2,0,2,3.5816271803284048,4,False,True,3.970291913552122,3.295836866004329,0.5920510636885765
0,3,male,21.0,0,0,S,25,Mr,Mr,1,1,1,6.68643219924431,4,False,True,2.188856327665703,2.188856327665703,1.294683953316396
0,3,male,29.69911764705882,0,0,S,20,Mr,Mr,1,1,1,5.230654247691193,3,True,True,2.1855792552411137,2.1856017375082266,0.0
0,2,male,29.69911764705882,0,0,S,27,Mr,Mr,1,1,3,4.008514167636399,4,True,True,0.0,0.0,0.0
1,1,female,22.0,0,0,S,20,Miss,Miss,1,1,4,6.545112142811353,3,False,True,5.027492411162679,3.6606857197431544,0.13555013880398303
0,3,male,45.0,0,0,S,18,Mr,Mr,1,1,1,3.7728416310462265,3,False,True,2.076311648670908,2.076311648670908,2.0084305060366474
0,3,male,29.69911764705882,1,0,S,31,Mr,Mr,2,0,1,6.031521094663882,5,True,True,3.0429354648621407,3.0429497731631017,0.0
1,3,female,29.69911764705882,0,0,Q,24,Miss,Miss,1,1,1,2.2864280550346274,4,True,True,2.169053700369523,2.169053700369523,0.0
0,1,male,33.0,0,0,S,24,Mr,Mr,1,1,1,9.694123223352875,4,False,False,1.791759469228055,1.791759469228055,2.028148247292285
1,1,female,22.0,0,2,C,34,Miss,Miss,3,0,1,0.2126941085038713,4,False,False,3.9219733362813143,3.9219733362813143,0.36772478012531734
0,2,male,32.0,2,0,S,18,Mr,Mr,3,0,5,5.3998537971585545,3,False,True,4.310799125385514,2.7536607123542622,0.3614255466973302
1,2,female,22.0,1,1,S,51,Mrs,Mrs,3,0,2,1.763869865062233,7,False,True,3.4011973816621555,2.740840023925201,0.5645298027378517
0,3,male,37.0,2,0,S,30,Mr,Mr,3,0,1,8.735786241067773,4,False,True,2.188856327665703,2.188856327665703,1.7349721129062785
0,1,female,50.0,0,0,C,26,Miss,Miss,1,1,1,2.7997909366028417,4,False,False,3.391567832686312,3.39155100461035,1.0084694057996446
0,1,male,50.0,1,0,C,26,Mr,Mr,2,0,2,9.979341105333376,4,False,False,4.676792929661059,3.9929022861537695,0.38513615017021113
0,3,female,29.69911764705882,0,0,Q,19,Miss,Miss,1,1,1,0.673506014687717,3,True,True,2.212386825075897,2.2123321040164834,0.0
0,2,male,34.0,1,0,S,23,Mr,Mr,2,0,2,6.88402396427736,4,False,True,3.091042453358316,2.4423470353692043,0.9628107475090479
1,2,male,29.69911764705882,0,0,C,26,Mr,Mr,1,1,1,4.019309136092422,5,True,True,2.6988412620169004,2.6988076197352777,0.0
1,3,female,0.75,2,1,C,29,Miss,Miss,4,0,4,5.968428489168892,4,False,True,3.0085645861193133,1.760440785970628,0.03820505082691605
0,3,female,48.0,1,3,S,39,Mrs,Mrs,5,0,4,1.3124487768238755,6,False,True,3.5660053559634015,2.261137903079872,0.8739524368359359
0,1,male,47.0,0,0,S,17,Mr,Mr,1,1,1,7.325720972102503,4,False,False,3.676300671907076,3.676300671907076,0.7978581346489759
1,3,male,27.0,0,0,S,17,Mr,Mr,1,1,1,7.192017782722639,3,False,True,2.2682524139135403,2.268200666132215,1.4150963520235968
